Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
Time,Eul-X,Eul-Y,Eul-Z,Accel-X,Accel-Y,Accel-Z,Omega-X,Omega-Y,Omega-Z,Gyro-X,Gyro-Y,Gyro-Z,Tag
"1520,801","8,4200000763","76,4300003052","-13,6999998093",-261,7,63,0,"-0,0099999998","-0,0099999998","-0,0099999998",0,"-0,0099999998",0
"1520,85","7,8200001717","76,3600006104","-14,3699998856",-259,6,64,"0,0199999996","-0,0299999993","-0,0500000007","0,0299999993","-0,0299999993",0,0
"1520,9","7,0700001717","76,2399978638","-15,1400003433",-256,7,63,0,"-0,0500000007","-0,0599999987","0,0099999998","-0,0199999996",0,0
"1520,95","6,5599999428","76,1900024414","-15,6800003052",-261,7,65,"0,0099999998","-0,0199999996","-0,0399999991","0,0199999996","-0,0199999996","-0,0199999996",0
1521,"6,25","76,0699996948","-16,0900001526",-258,6,66,"0,0299999993","-0,0399999991","-0,0299999993","0,0399999991","-0,0299999993","-0,0199999996",0
"1521,051","5,6599998474","75,9599990845","-16,7999992371",-260,6,63,"0,0299999993","-0,0399999991","-0,0500000007","0,0299999993",0,"-0,0299999993",0
"1521,102","5,2899999619",76,"-17,2999992371",-261,4,65,"0,0399999991","0,0099999998","-0,0399999991","0,0399999991","-0,0299999993","-0,0299999993",0
"1521,158","4,6500000954","75,9800033569","-18,1200008392",-260,7,64,"0,0599999987","-0,0199999996","-0,0700000003","0,0700000003","-0,0199999996","-0,0199999996",0
"1521,215","4,6700000763","76,0599975586","-18,1800003052",-259,2,61,"0,0199999996","0,0299999993","-0,0099999998","0,0199999996",0,"-0,0299999993",0
"1521,256","3,3199999332","76,3300018311","-19,3400001526",-260,6,66,"-0,0700000003","0,0799999982","-0,0900000036","-0,0500000007","0,0099999998","-0,0199999996",0
"1521,309","3,4100000858","76,2200012207","-19,2299995422",-261,4,66,"-0,0099999998","-0,0500000007","0,0099999998","-0,0099999998",0,"-0,0299999993",0
"1521,369","3,3800001144","76,1399993896","-19,4300003052",-257,0,63,"0,0599999987","-0,0299999993","-0,0099999998","0,0500000007","0,0099999998","-0,0099999998",0
"1521,409","2,3699998856","76,2200012207","-20,4799995422",-259,4,64,0,"0,0199999996","-0,0700000003","0,0099999998",0,"0,0099999998",0
"1521,451","2,6900000572","76,2099990845","-20,1900005341",-261,6,65,"0,0199999996",0,"0,0299999993","0,0099999998",0,"0,0099999998",0
"1521,501","3,4300000668","76,1399993896","-19,4300003052",-262,0,64,0,"-0,0199999996","0,0799999982","-0,0199999996","-0,0099999998","0,0299999993",0
"1521,552","2,8399999142","76,2600021362","-19,7700004578",-260,2,60,"-0,0900000036","0,0399999991","-0,0299999993","-0,0799999982","0,0199999996","0,0500000007",0
"1521,604","2,8099999428","76,6100006104","-19,4400005341",-262,-3,62,"-0,1199999973","0,1199999973","0,0199999996","-0,1199999973","0,0500000007","0,0500000007",0
"1521,666","1,2400000095","76,9000015259","-20,5599994659",-260,-12,61,"-0,1599999964","0,0900000036","-0,0900000036","-0,1400000006","0,0799999982","0,0399999991",0
"1521,708","-3,9300000668","77,2200012207","-25,0300006866",-255,-16,58,"-0,2300000042","0,0900000036","-0,2800000012","-0,1700000018","0,1000000015","-0,0099999998",100
"1521,752","-7,6100001335","77,3600006104","-28,1800003052",-257,-18,56,"-0,25","0,0900000036","-0,2800000012","-0,1800000072","0,0799999982","-0,0399999991",100
"1521,803","-11,470000267","77,5599975586","-31,3500003815",-257,-18,54,"-0,3000000119","0,1199999973","-0,2599999905","-0,2300000042","0,0900000036","-0,0500000007",100
"1521,854","-15,8500003815","77,8600006104","-34,6899986267",-258,-15,52,"-0,3799999952","0,1599999964","-0,2099999934","-0,3100000024","0,1199999973","-0,0799999982",100
"1521,913","-18,6900005341","78,2099990845","-36,1599998474",-255,-14,52,"-0,4799999893","0,1400000006","-0,0700000003","-0,4199999869","0,1099999994","-0,0700000003",100
"1521,982","-19,6499996185","78,2799987793","-35,2200012207",-255,-11,51,"-0,5500000119",0,"0,0599999987","-0,5899999738","0,0199999996","0,0099999998",100
"1522,005","-18,2600002289","78,9000015259","-30,5200004578",-254,-16,35,"-0,8399999738","0,0799999982","0,2800000012","-0,8899999857","0,0900000036","0,1599999964",100
"1522,061","-19,2900009155","79,7900009155","-29,9500007629",-255,-16,22,"-1,0599999428","0,5400000215","0,25","-1,0900000334","0,2899999917","0,2700000107",100
"1522,103","-16,2099990845","81,1500015259","-22,5100002289",-263,-28,28,"-1,3899999857","0,3100000024","0,5","-1,3999999762","-0,1199999973","0,5299999714",100
"1522,156","-20,3099994659","81,8899993896","-22,3299999237",-257,-18,29,"-1,7400000095","0,2800000012","0,0900000036","-1,7300000191","0,0399999991","0,4399999976",100
"1522,207","-23,1299991608","82,0800018311","-19,9599990845",-246,-32,25,"-1,7400000095","0,0199999996","0,1199999973","-1,7699999809","-0,0900000036","0,25",100
"1522,253","-28,3199996948","81,9100036621","-19,8299999237",-234,-41,20,"-1,7899999619","-0,0599999987","-0,0199999996","-1,7599999905","-0,200000003","0,3600000143",100
"1522,337","-39,4799995422","82,3199996948","-26,3600006104",-208,-46,4,"-1,7799999714","0,2899999917","-0,2199999988","-1,7400000095","0,1000000015","0,3000000119",100
"1522,356","-56,7900009155","82,3399963379","-39,3100013733",-192,-54,-4,-1,"0,2800000012","-0,2700000107","-0,9200000167","-0,0799999982","0,3000000119",100
"1522,404","-64,5599975586","82,2799987793","-46,0699996948",-161,-53,-30,"-0,75","0,5199999809","-0,3700000048","-0,6399999857","0,150000006","0,2899999917",100
"1522,459","-95,7699966431","81,8099975586","-75,7399978638",-161,-50,-39,"-0,6600000262","1,4199999571","-0,4300000072","-0,4799999893","0,6399999857","0,2399999946",100
"1522,504","-126,5100021362","79,1100006104","-104,8700027466",-121,-57,-25,"-0,6299999952","1,7200000286","-0,25","-0,4099999964","0,9900000095","0,3000000119",100
"1522,596","-134,6199951172","77,0800018311","-112,4400024414",-107,-40,-6,"-0,2700000107","0,9700000286","-0,2099999934","-0,2800000012","0,75","0,5600000024",100
"1522,611","-125,8399963379","78,2699966431","-106,9300003052",-65,-26,-27,"0,7200000286","-0,349999994","0,0199999996","0,6999999881","-0,1299999952","0,4799999893",100
"1522,657","-128,3300018311",79,"-110,3199996948",-106,5,-32,"0,5799999833","0,0599999987","0,6800000072","0,6700000167","-0,3100000024","0,9900000095",100
"1522,704","-149,4199981689","82,4000015259","-132,9100036621",-114,41,6,"0,4699999988","-0,0799999982","1,8799999952","0,6499999762","-0,4600000083","1,4800000191",100
"1522,754","104,5899963379","83,8700027466","120,8399963379",-103,118,-26,"-0,0299999993","-1,9199999571","3,5799999237","0,1599999964","-1,5499999523","2,6300001144",100
"1522,804","74,8099975586","68,8099975586","92,8499984741",-488,203,263,"-0,8000000119","-2,2699999809","5,2199997902","-0,6999999881","-2,7599999905","3,0799999237",100
"1522,854","65,0899963379","58,7400016785","79,3000030518",-742,447,501,"0,8199999928","-3,3299999237","2,5899999142","0,9200000167","-3,3699998856","2,5899999142",100
"1522,906","72,6800003052","46,0999984741","74,7200012207",-576,918,434,"3,75","-2,8800001144","3,7799999714","3,9900000095","-3,0199999809","3,7300000191",100
"1522,954","64,2200012207","28,9599990845","76,0699996948",-177,95,38,"-2,9200000763","-1,7400000095","5,9400000572","-2,6099998951","-2,0299999714","5,8600001335",100
"1523,005","65,8300018311","35,8199996948","82,0800018311",-186,-87,34,"-0,6999999881","2,6800000668","-1,4600000381","-0,5600000024","1,3099999428","0,2099999934",100
"1523,055","51,5200004578","38,6899986267","81,0400009155",119,16,101,"-4,8200001717","0,1299999952","-0,8199999928","-3,5099999905",-1,"2,8399999142",100
"1523,105","44,3199996948","25,7900009155","81,3099975586",64,186,169,"-2,4600000381","-3,0299999714","3,5999999046","-1,1399999857","-0,8600000143","1,7799999714",100
"1523,158","44,4599990845","15,3199996948","83,6200027466",178,262,254,"-0,1700000018","-2,1400001049","3,2300000191","-0,5400000215","0,3100000024","0,9900000095",100
"1523,228","38,6399993896","-2,8199999332","87,8000030518",49,160,213,"-1,8300000429","-3,7000000477","5,1500000954","-2,0799999237","0,3100000024","1,6000000238",100
"1523,263","43,1199989319","-5,7199997902","87,1399993896",72,149,181,"1,1100000143","-0,6499999762","0,3600000143","1,2999999523","0,1599999964","0,2399999946",100
"1523,317","44,1899986267","-6,4699997902","84,8099975586",-4,122,227,"0,400000006","-1,0800000429","-0,5699999928","0,75","-0,1199999973","-0,9499999881",100
"1523,356","38,9399986267","-1,9099999666","84,2399978638",-47,102,208,"-1,7100000381",1,"-1,1299999952","-0,2399999946","0,6700000167","-0,5400000215",100
"1523,406","38,0699996948","1,2400000095","84,5899963379",-44,131,243,"-0,3899999857","1,2000000477","-0,7599999905","0,6600000262","0,5500000119","0,1800000072",100
"1523,511","34,6599998474","3,1199998856","87,1600036621",-91,145,279,"-1,2400000095","1,0399999619","0,349999994","-0,2800000012","0,0099999998","0,2899999917",100
"1523,546","35,9000015259","11,3599996567","89,5500030518",-71,166,201,"0,1299999952","1,3600000143","-0,4799999893","0,9700000286","-0,2199999988","-0,1400000006",100
"1523,574","38,2799987793","11,9099998474","90,2300033569",-63,176,182,"1,1200000048","0,4199999869","0,1000000015","0,9300000072","-0,2700000107","-0,2099999934",100
"1523,611","40,3600006104","12,0900001526","90,6500015259",-52,158,162,"1,25","0,2399999946","0,1299999952","0,8899999857","-0,3400000036","-0,2899999917",100
"1523,661","43,3699989319","11,779999733","90,8000030518",-28,174,167,"1,3999999762","-0,0599999987","0,150000006","1,2400000095","-0,5400000215","-0,2800000012",100
